Land,Open,CPR,Photos,Status,MLS#,Price,Original Price,$ Change,% Change,Region,Neighborhood,Address,City,Zip,Parcel Number,Zone,Section,Plat,Parcel/Lot,CPR,Terms,Sold Price,Sold Date,Sold Ratio,Orig. Ratio,Concessions,Beds,Bath,Living Sq Ft,Average Living,Land Sq Ft,Acres,Average Land,Year,Remodeled,List Date,Days,Condition,Tax,Maint. Fee,Assoc. Fee,Other Fee,Fee Includes,Total Fees,Land,Building,Assessed Total,Assessed Ratio,Elementary,Junior High,High,Zoning,Flood Zone,Seller's Agent,Seller's Office,Buyer's Agent,Buyer's Office,View,Frontage,Pool,Parking,Flooring,Roofing,Roads,Easements,Topography,Stories
FS,,,23,Sold,202113574,988000,988000,0,0,Metro,Punchbowl Area,1647 Pali Highway ,Honolulu,96813,1-2-2-002-080-0000,2,2,2,80,0,None,1071000,7/15/2021,1.084,0.9225,,6,2,2016,490.0793651,4622,0.11,213.7602769,1973,2020,6/2/2021,19,"Above Average,Excellent",178,0,0,0,,0,610600,114400,725000,1.3628,,,,07 - R-3.5 Residential District,Zone X,Kyle C Sakoda,Coldwell Banker Realty,Sean Sonoda,Keller Williams Honolulu,Other,,None,3 Car+,Other,Other,County Rd,Other,Gentle Slope,Two
FS,,,14,Sold,202112465,1050000,1050000,0,0,DiamondHd,Kapahulu,3437 Kepuhi Street ,Honolulu,96815,1-3-1-011-077-0000,3,1,11,77,0,None,1175000,7/15/2021,1.119,0.8936,,3,2,1200,875,4743,0.11,221.3788741,1951,1954,5/17/2021,15,Fair,256,0,0,0,,0,837900,64800,902700,1.1632,Waikiki,Kaimuki,Kalani,07 - R-3.5 Residential District,Zone X,Russell K Nishimoto,Locations LLC,Jason Izu,Keller Williams Honolulu,None,Other,None,"3 Car+,Carport,Street","Hardwood,Other","Asphalt Shingle,Other","County Rd,Paved Rd",None,Level,One
FS,,,10,Sold,202112573,1500000,1500000,0,0,DiamondHd,St. Louis,1462 Pule Place ,Honolulu,96816,1-3-3-060-074-0000,3,3,60,74,0,None,1350000,7/15/2021,0.9,1.1111,,3,2.1,1612,930.5210918,6000,0.14,250,1961,2021,5/27/2021,11,"Above Average,Average",541,0,0,0,,0,1003700,162200,1165900,1.2866,Hokulani,Jarrett,Kaimuki,05 - R-5 Residential District,Zone X,Mary Ann M Oishi,"M&M Real Estate, LLC",Jon C Nakata,Century 21 iProperties Hawaii,"City,Mountain,Ocean",,None,"2 Car,Carport","Ceramic Tile,Hardwood,Vinyl,W/W Carpet",Other,Paved Rd,"Electric,Sewer,Telephone","Down Slope,Gentle Slope",Split Level
FS,,,19,Sold,202107070,1100000,1100000,0,0,DiamondHd,Kaimuki,4124 Maunaloa Avenue ,Honolulu,96816,1-3-2-053-069-0000,3,2,53,69,0,None,1150000,7/13/2021,1.0455,0.9565,,4,3,2696,408.0118694,5000,0.11,220,1972,,3/16/2021,12,Average,318,0,0,0,,0,816000,415800,1231800,0.893,Waialae,Kaimuki,Kalani,05 - R-5 Residential District,Zone D,Robyn F Hirokane,Locations LLC,Joan Chen,Locations LLC,"City,Coastline,Diamond Head,Mountain",Other,None,"2 Car,Carport","Hardwood,Vinyl",Asphalt Shingle,Paved Rd,Sewer,Gentle Slope,"Basement,One"
FS,,,20,Sold,202115131,1499000,1499000,0,0,DiamondHd,Niu Valley,363 Halemaumau Place ,Honolulu,96821,1-3-7-012-051-0000,3,7,12,51,0,None,1486040,7/13/2021,0.9914,1.0087,7000,4,3.1,2066,725.5566312,7722,0.18,194.1206941,1965,2010,6/11/2021,4,Excellent,456,0,0,0,,0,929300,142600,1071900,1.3985,Aina Haina,Niu Valley,Kalani,04 - R-7.5 Residential District,Zone D,Arun M Savara,The Master's Plan Realty LLC,Taryn SL Loo,BHGRE Advantage Realty,Mountain,Other,None,"3 Car+,Driveway,Garage,Street","Laminate,Marble/Granite","Asphalt Shingle,Composition",Paved Rd,None,Level,One
FS,,,25,Sold,202110033,899000,899000,0,0,DiamondHd,Kapahulu,3008 Hinano Street ,Honolulu,96815,1-3-1-023-025-0000,3,1,23,25,0,None,1100000,7/12/2021,1.2236,0.8173,,4,3,1252,718.0511182,2908,0.07,309.1471802,1929,2015,4/30/2021,12,Fair,269,0,0,0,,0,680100,241700,921800,0.9753,,,,07 - R-3.5 Residential District,Zone X,Daniel K Ihara,Keller Williams Honolulu,NON MLS,Non-MLS,Diamond Head,,None,"2 Car,Carport,Street",Vinyl,Asphalt Shingle,Paved Rd,None,Level,Two
FS,,,15,Sold,202113288,900000,900000,0,0,Metro,Kapalama,1724 Hau Street ,Honolulu,96819,1-1-2-003-026-0000,1,2,3,26,0,None,1000000,7/12/2021,1.1111,0.9,,4,1.1,1056,852.2727273,4000,0.09,225,1973,,6/1/2021,16,"Average,Fair",157,0,0,0,,0,627000,51000,678000,1.3274,,,,46 - IMX-1 Industrial-Commercia,Zone X,Lori K Kaizawa,True Real Estate Hawaii LLC,NON MLS,Non-MLS,None,Other,None,3 Car+,"Vinyl,W/W Carpet",Asphalt Shingle,Paved Rd,None,Level,One
FS,,,20,Sold,202112524,1325000,1325000,0,0,DiamondHd,Niu Valley,5622 Kawaikui Street ,Honolulu,96821,1-3-7-006-024-0000,3,7,6,24,0,None,1450000,7/12/2021,1.0943,0.9138,,4,2,1816,729.6255507,7500,0.17,176.6666667,1955,1956,5/19/2021,7,Above Average,269,0,0,0,,0,922500,61500,984000,1.3465,,,,04 - R-7.5 Residential District,Zone D,Paige M Iwanaga,Locations LLC,Michelle K Nouchi Ogata,BHGRE Advantage Realty,None,,None,"2 Car,Carport,Driveway,Street","Laminate,W/W Carpet",Composition,Paved Rd,None,Level,One
FS,,Yes,20,Sold,202112039,1495000,1495000,0,0,Metro,Pauoa Valley,2914 Booth Road 24,Honolulu,96813,1-2-2-040-014-0024,2,2,40,14,24,None,1490000,7/12/2021,0.9967,1.0034,,3,2.1,1620,922.8395062,9890,0.23,151.1627907,2016,,5/14/2021,24,Excellent,431,453,0,0,,453,977500,584500,1562000,0.9571,Pauoa,Kawananakoa,Roosevelt,05 - R-5 Residential District,Zone X,Tracy Allen,Coldwell Banker Realty,Jordan T Kam,Coldwell Banker Realty,"City,Garden,Mountain,Other","Preservation,Stream/Canal",None,"2 Car,Garage","Ceramic Tile,Hardwood,W/W Carpet",Composition,"Paved Rd,Private Rd","Cable,Drainage,Electric,Sewer,","Level,Terraced,Up Slope",Two
FS,,,25,Sold,202110201,890000,890000,0,0,Metro,Alewa Heights,1203 Alewa Drive F,Honolulu,96817,1-1-8-034-041-0000,1,8,34,41,0,None,825000,7/9/2021,0.927,1.0788,,4,2.1,1430,622.3776224,5429,0.12,163.9344262,1974,,5/1/2021,2,Fair,238,0,0,0,,0,680300,127700,808000,1.1015,Maemae,Kawananakoa,Mckinley,05 - R-5 Residential District,Zone X,Reyn Uehara,Aloha Pacific Premier Realty,Barry D Kaplan,Savio Realty Ltd.,"City,Coastline,Mountain,Ocean,Sunset",,None,"2 Car,Carport,Driveway","Hardwood,Vinyl",Asphalt Shingle,County Rd,Sewer,Gentle Slope,Two
FS,,,25,Sold,202112456,1299000,1299000,0,0,DiamondHd,Aina Haina Area,5371 Oio Drive ,Honolulu,96821,1-3-6-010-073-0000,3,6,10,73,0,None,1350000,7/9/2021,1.0393,0.9622,,3,2,1726,752.6071842,10441,0.24,124.4133704,1952,,5/17/2021,10,"Average,Fair",580,0,0,0,,0,1119300,26900,1146200,1.1333,,,,03 - R10 - Residential District,Zone AE,Kelly Allen,Carvill Sotheby's Intl. Realty,Holden Lau,Coldwell Banker Realty,Mountain,,None,"1 Car,Carport,Driveway,Street","Ceramic Tile,Hardwood,Vinyl",Asphalt Shingle,County Rd,"Drainage,Electric",Level,One
FS,,Yes,18,Sold,202012008,1360000,1380000,-20000,-0.0145,DiamondHd,Maunalani Heights,4494 Sierra Drive C,Honolulu,96816,1-3-3-024-006-0004,3,3,24,6,4,None,1360000,7/9/2021,1,1.0147,,5,6,3135,433.8118022,2638,0.06,515.5420773,2017,,5/29/2020,382,Excellent,724,0,0,0,,0,577400,875900,1453300,0.9358,Waialae,Kaimuki,Kalani,05 - R-5 Residential District,Zone X,Robert E Harper,Harper Island Realty LLC,Joelle M Seashell,Keller Williams Honolulu,"City,Mountain,Ocean",Other,None,"3 Car+,Driveway,Garage","Ceramic Tile,Laminate",Asphalt Shingle,County Rd,Driveway,Gentle Slope,Two
FS,,Yes,12,Sold,202107042,1399999,1399999,0,0,DiamondHd,Maunalani Heights,4494 Sierra Drive ,Honolulu,96816,1-3-3-024-006-0001,3,3,24,6,1,None,1350000,7/9/2021,0.9643,1.037,,5,6,2970,471.3801347,3582,0.08,390.8428252,2019,,3/16/2021,59,"Above Average,Excellent",818,0,0,0,,0,701800,757900,1459700,0.9591,,,,05 - R-5 Residential District,Zone X,FengQing Lin,"Five Star Realty, Inc.",Chase Meresz,eXp Realty,"City,Diamond Head,Mountain,Ocean",,None,3 Car+,"Ceramic Tile,Laminate",Asphalt Shingle,Paved Rd,"Driveway,Electric,Other",Gentle Slope,Two
FS,,,1,Sold,202115252,925000,925000,0,0,Metro,Moanalua Gardens,1453 Onipaa Street ,Honolulu,96819,1-1-1-047-008-0000,1,1,47,8,0,None,955000,7/8/2021,1.0324,0.9686,,4,2,1344,688.2440476,6667,0.15,138.7430628,1966,,6/11/2021,0,Average,259,0,0,0,,0,770000,118900,888900,1.0406,Moanalua,Moanalua,Moanalua,05 - R-5 Residential District,Zone X,Bryn W Kaufman,OahuRE.com,Bryn W Kaufman,OahuRE.com,Mountain,,None,"2 Car,Carport,Street","Vinyl,W/W Carpet",Composition,"County Rd,Paved Rd",None,Level,One
FS,,,23,Sold,202113310,970000,970000,0,0,HawaiiKai,Kalama Valley,1441 Honokahua Street ,Honolulu,96825,1-3-9-103-056-0000,3,9,103,56,0,None,1070000,7/8/2021,1.1031,0.9065,,3,2,1126,861.4564831,5650,0.13,171.6814159,1985,,6/4/2021,6,"Above Average,Excellent",200,0,0,0,,0,613800,239700,853500,1.1365,,,,05 - R-5 Residential District,Zone D,Christina M Nishiyama,Engel & Volkers-Honolulu,Jonathan J Kam,Locations LLC,"Garden,Mountain,Ocean",,None,"3 Car+,Driveway,Garage,Street","Ceramic Tile,Hardwood",Tile,"County Rd,Paved Rd",Drainage,"Terraced,Up Slope","One,Split Level"
FS,,,17,Sold,202108204,1175000,1175000,0,0,DiamondHd,Kaimuki,1001 Belser Street ,Honolulu,96816,1-3-2-009-014-0000,3,2,9,14,0,None,1175000,7/8/2021,1,1,,4,2,1331,882.7948911,4385,0.1,267.958951,1936,,4/1/2021,49,Average,262,0,0,0,,0,750800,129100,879900,1.3354,Kuhio,Washington,Kaimuki,07 - R-3.5 Residential District,Zone X,Scott Adams,BHGRE Advantage Realty,Kina Knisley,Keller Williams Honolulu,None,,None,"3 Car+,Carport,Driveway,Garage","Hardwood,Laminate",Asphalt Shingle,Paved Rd,None,"Gentle Slope,Level","Basement,One"
FS,,,22,Sold,202113160,1190000,1190000,0,0,DiamondHd,Waialae Nui-lwr,4492A Honokoa Place ,Honolulu,96821,1-3-5-019-066-0000,3,5,19,66,0,None,1350000,7/8/2021,1.1345,0.8815,,3,2,1871,636.0235168,5208,0.12,228.4946237,1959,,5/26/2021,16,Above Average,259,0,0,0,,0,847400,39600,887000,1.3416,Wilson,Kaimuki,Kalani,05 - R-5 Residential District,Zone X,Eric L La'a,eXp Realty,Stephen A Cipres,Corcoran Pacific Properties,None,Other,None,Carport,Laminate,Asphalt Shingle,Private Rd,"Electric,Other,Sewer",Level,One
FS,,Yes,22,Sold,202101049,1300000,1300000,0,0,Metro,Kapahulu,815 Lukepane Avenue ,Honolulu,96816,1-2-7-032-020-0002,2,7,32,20,2,None,1280000,7/8/2021,0.9846,1.0156,,5,4,2482,523.7711523,2810,0.06,462.633452,2020,,2/1/2021,40,Excellent,467,0,0,0,,0,629400,475100,1104500,1.177,,,,12 - A-2 Medium Density Apartme,Zone X,Vincent Lao,"Five Star Realty, Inc.",Taua Laban,Soldier to Soldier HI Realty,"City,Mountain",,None,"3 Car+,Garage","Ceramic Tile,Laminate,Vinyl",Tile,"County Rd,Paved Rd",None,Level,Two
FS,,,22,Sold,202110115,839000,839000,0,0,Metro,Kapalama,1424 Gregory Street ,Honolulu,96817,1-1-6-025-017-0000,1,6,25,17,0,None,950000,7/2/2021,1.1323,0.8832,,4,2,1750,479.4285714,7034,0.16,119.2777936,1953,,4/28/2021,8,Fair,225,0,0,0,,0,763500,146300,909800,0.9222,,,,05 - R-5 Residential District,Zone X,Kendra K Okihiro,Locations LLC,Vincent Lao,"Five Star Realty, Inc.",None,Other,None,"3 Car+,Garage,Street","Vinyl,W/W Carpet",Asphalt Shingle,None,None,Level,Split Level
FS,,,21,Sold,202109320,1175000,1175000,0,0,Metro,Makiki Heights,2143 Mauna Place ,Honolulu,96822,1-2-4-027-006-0000,2,4,27,6,0,None,1350000,7/2/2021,1.1489,0.8704,,5,3,2645,444.2344045,10000,0.23,117.5,1953,,4/16/2021,6,"Average,Needs Major Repair",537,0,0,0,,0,1000000,130500,1130500,1.0394,,,,05 - R-5 Residential District,Zone X,Nadine K Kometani-Oura,"James Kometani, Inc.",Melyssa Montes Shimamoto,BHGRE Advantage Realty,City,,None,"2 Car,Carport","Hardwood,Vinyl,W/W Carpet",Composition,"County Rd,Paved Rd","Driveway,Electric,Sewer",Down Slope,Two
FS,,,19,Sold,202115422,1200000,1200000,0,0,HawaiiKai,Mariners Valley,7212 Kipu Place ,Honolulu,96825,1-3-9-059-080-0000,3,9,59,80,0,None,1100000,7/2/2021,0.9167,1.0909,,4,2.1,1764,680.2721088,5400,0.12,222.2222222,1970,,6/11/2021,6,"Average,Fair",265,0,0,0,,0,746900,183400,930300,1.2899,,,,05 - R-5 Residential District,Zone D,Elijah J Hew Len,Royal Realty LLC,Sean S Takamori,BHGRE Advantage Realty,None,,None,"2 Car,Driveway","Vinyl,W/W Carpet",Wood Shake,None,Drainage,Level,Two
FS,,,25,Sold,202112175,1250000,1250000,0,0,Metro,Moanalua Gardens,1998 Ala Mahamoe Place ,Honolulu,96819,1-1-1-029-072-0000,1,1,29,72,0,None,1272000,7/2/2021,1.0176,0.9827,,4,3.1,2487,502.6135907,7510,0.17,166.4447403,1961,1967,5/13/2021,8,Above Average,293,0,0,0,,0,805900,245400,1051300,1.189,,,,05 - R-5 Residential District,Zone X,Bryn W Kaufman,OahuRE.com,Qi Wang,Oahu Property Services,"City,Coastline,Diamond Head,Mountain,Ocean",,None,2 Car,"Hardwood,Vinyl","Asphalt Shingle,Other",Paved Rd,Driveway,Down Slope,Two
FS,,,25,Sold,202108798,1350000,1350000,0,0,HawaiiKai,Laulima,306 Kipukai Place ,Honolulu,96825,1-3-9-105-015-0000,3,9,105,15,0,None,1350000,7/2/2021,1,1,,2,2.1,1723,783.5171213,3600,0.08,375,1988,2015,4/30/2021,23,Excellent,433,0,64,0,,64,773800,291600,1065400,1.2671,Kamiloiki,Niu Valley,Kaiser,05 - R-5 Residential District,Zone D,Dan Madden,Hawaii Life,NON MLS,Non-MLS,"Garden,Golf Course,Mountain,Ocean",Golf Course,None,"2 Car,Garage","Ceramic Tile,Laminate,W/W Carpet",Composition,Paved Rd,Other,Level,Two
FS,,,25,Sold,202108474,1188000,1188000,0,0,Metro,Nuuanu Area,48 Akamu Place ,Honolulu,96817,1-2-2-031-052-0000,2,2,31,52,0,None,1250000,7/1/2021,1.0522,0.9504,,3,2,1899,625.5924171,10002,0.23,118.7762448,1957,1967,4/6/2021,10,Average,279,0,0,0,,0,915800,161600,1077400,1.1027,,,,03 - R10 - Residential District,Zone X,Wallace Akamine,Realty Edge Inc,Margaret U Lim,eXp Realty,None,Stream/Canal,None,2 Car,Other,Composition,Private Rd,Sewer,Level,One
FS,,,25,Sold,202109237,860000,860000,0,0,HawaiiKai,Kalama Valley,1482 Honokahua Street ,Honolulu,96825,1-3-9-103-102-0000,3,9,103,102,0,None,900000,6/30/2021,1.0465,0.9556,,3,2,1032,833.3333333,4080,0.09,210.7843137,1985,,4/21/2021,7,"Average,Fair",190,0,0,0,,0,615700,175200,790900,1.0874,,,,05 - R-5 Residential District,Zone D,Patrick K Lum,Coldwell Banker Realty,Mikiko Terahira,Coldwell Banker Realty,"Coastline,Mountain,Ocean,Other",,None,"3 Car+,Driveway,Garage,Street","Laminate,Other,Vinyl,W/W Carpet",Tile,"County Rd,Paved Rd",Drainage,Level,One
FS,,Yes,21,Sold,202108219,925000,925000,0,0,Metro,Pauoa Valley,2330 Kaola Way 2,Honolulu,96813,1-2-2-019-020-0002,2,2,19,20,2,None,910000,6/30/2021,0.9838,1.0165,,2,2,1787,517.6273083,3071,0.07,301.2048193,1992,,3/31/2021,31,Above Average,216,702,0,0,,702,537300,349600,886900,1.043,Pauoa,Kawananakoa,Roosevelt,05 - R-5 Residential District,Zone X,Frank H Leslie Jr.,Concepts Unlimited Inc,Jason Izu,Keller Williams Honolulu,City,,None,"2 Car,Driveway,Garage","Ceramic Tile,Hardwood,Other,W/W Carpet",Asphalt Shingle,"County Rd,Paved Rd",Other,Up Slope,Three+
FS,,Yes,20,Sold,202101047,1250000,1250000,0,0,Metro,Kapahulu,813 Lukepane Avenue ,Honolulu,96816,1-2-7-032-020-0001,2,7,32,20,1,None,1230000,6/30/2021,0.984,1.0163,,5,4,2130,586.8544601,2195,0.05,569.476082,2020,,2/1/2021,40,Excellent,281,0,0,0,,0,568100,394400,962500,1.2987,Ala Wai,Washington,Kaimuki,12 - A-2 Medium Density Apartme,Zone X,Vincent Lao,"Five Star Realty, Inc.",Robert H Vernon,RE/MAX Honolulu,"City,Mountain",,None,"2 Car,Garage","Ceramic Tile,Laminate,Vinyl",Tile,"County Rd,Paved Rd",None,Level,Two
FS,,Yes,25,Sold,202104437,1395000,1425000,-30000,-0.0211,Metro,Manoa-upper,3577 Pinao Street 2,Honolulu,96822,1-2-9-052-001-0002,2,9,52,1,2,None,1350000,6/30/2021,0.9677,1.0556,,5,4.1,2448,569.8529412,5148,0.12,270.979021,1969,2020,3/3/2021,69,Above Average,295,0,0,0,,0,662400,449600,1112000,1.2545,Manoa,Stevenson,Roosevelt,04 - R-7.5 Residential District,Zone AE,Michele M Pichay,808 Island Realty LLC,Antonet C Barut,"Trinity Properties, LLC","Coastline,Mountain",,None,"2 Car,Garage","Ceramic Tile,Laminate,Vinyl",Composition,Private Rd,"Drainage,Electric,Sewer,Water",Gentle Slope,Two
FS,,,25,Sold,202110108,1425000,1425000,0,0,Metro,Manoa-woodlawn,E 3490 Manoa Road ,Honolulu,96822,1-2-9-046-045-0000,2,9,46,45,0,None,1445000,6/30/2021,1.014,0.9862,,6,2.1,1795,793.8718663,9085,0.21,156.8519538,1958,2011,4/29/2021,7,"Above Average,Average",365,0,0,0,,0,1011500,302400,1313900,1.0846,Manoa,Stevenson,Roosevelt,03 - R10 - Residential District,Zone X,Michelle Wood,Hawaii Life,Patrick K Lum,Coldwell Banker Realty,Mountain,Other,None,"Carport,Driveway","Hardwood,Vinyl,W/W Carpet","Composition,Other","County Rd,Paved Rd",None,"Gentle Slope,Level",One
FS,,,24,Sold,202107855,900000,875000,25000,0.0286,DiamondHd,Palolo,1835 10th Avenue A,Honolulu,96816,1-3-3-035-019-0000,3,3,35,19,0,None,880000,6/29/2021,0.9778,0.9943,,3,1.1,924,974.025974,5082,0.12,177.0956316,1959,2021,4/10/2021,25,Above Average,237,0,0,0,,0,685600,147600,833200,1.0802,Aliiolani,Jarrett,Kaimuki,05 - R-5 Residential District,Zone X,Christine M Bondroff,Honolulu Hawaii Realty,Lena Ching Aipa,BHGRE Advantage Realty,"City,Garden,Mountain,Ocean,Sunset",Other,None,"3 Car+,Carport,Garage,Street","Ceramic Tile,Hardwood",Composition,Paved Rd,None,"Gentle Slope,Level","Basement,One"
FS,,,21,Sold,202108307,995000,995000,0,0,DiamondHd,Kuliouou,669 Kuliouou Road ,Honolulu,96821,1-3-8-017-054-0000,3,8,17,54,0,None,1093000,6/29/2021,1.0985,0.9103,,4,2,1768,562.7828054,5563,0.13,178.8603272,1981,2021,4/5/2021,3,Above Average,215,0,0,0,,0,688900,188500,877400,1.134,Aina Haina,Niu Valley,Kaiser,04 - R-7.5 Residential District,Zone D,Reyn Uehara,Aloha Pacific Premier Realty,Neil TK Kuioka,BHGRE Advantage Realty,Mountain,,None,"3 Car+,Carport,Driveway,Street","Laminate,Vinyl,W/W Carpet",Asphalt Shingle,County Rd,None,Level,One
FS,,,23,Sold,202030099,890000,920000,-30000,-0.0326,Metro,Moanalua Valley,1408 Ala Hoku Place ,Honolulu,96819,1-1-1-045-068-0000,1,1,45,68,0,None,875000,6/28/2021,0.9831,1.0514,16000,3,2,1104,806.1594203,6109,0.14,145.6866918,1968,,12/3/2020,87,Average,165,0,0,0,,0,599300,104100,703400,1.2653,Moanalua,Moanalua,Moanalua,05 - R-5 Residential District,Zone X,Marcus Masuda,"M&M Real Estate, LLC",Maria Kawananakoa,Berkshire Hathaway HmSvc HI RE,"City,Mountain",,None,"2 Car,Carport","Hardwood,Other,W/W Carpet",Aluminum/Steel,"County Rd,Paved Rd",None,"Gentle Slope,Terraced,Up Slope",One
FS,,,25,Sold,202108964,950000,1200000,-250000,-0.2083,Metro,Kalihi-upper,2502 Kalihi Street ,Honolulu,96819,1-1-3-037-024-0000,1,3,37,24,0,None,960000,6/28/2021,1.0105,1.25,,5,3,2553,372.1112417,5643,0.13,168.3501684,1954,,4/12/2021,22,"Above Average,Excellent",224,0,0,0,,0,582100,327100,909200,1.0449,Kalihi Uka,Dole,Farrington,07 - R-3.5 Residential District,"Zone AE,Zo",Gina Rose B Tamboa,Coldwell Banker Realty,Eleanor S Simon,Coldwell Banker Realty,Mountain,Other,None,"2 Car,Street","Ceramic Tile,Vinyl",Asphalt Shingle,Paved Rd,None,Level,Two
FS,,,8,Sold,202112114,880000,880000,0,0,Metro,Moanalua Gardens,1544 Onipaa Street ,Honolulu,96819,1-1-1-033-050-0000,1,1,33,50,0,None,1000000,6/25/2021,1.1364,0.88,,4,2.1,1806,487.2646733,8450,0.19,104.1420118,1969,,5/19/2021,0,Average,286,0,0,0,,0,759400,176000,935400,0.9408,,,,04 - R-7.5 Residential District,Zone X,Kim Shimonishi,Corcoran Pacific Properties,Yui Hei Chung,Central Pacific Properties Inc,Other,,None,"2 Car,Carport","Hardwood,Other",Asphalt Shingle,Paved Rd,Other,Down Slope,"Two,Split Level"
FS,,,21,Sold,202110038,988000,988000,0,0,DiamondHd,Kaimuki,3117 Harding Avenue ,Honolulu,96816,1-3-2-009-028-0000,3,2,9,28,0,None,1056000,6/25/2021,1.0688,0.9356,,4,3,1499,659.1060707,2261,0.05,436.9747899,1986,2021,5/7/2021,16,"Above Average,Excellent",224,0,0,0,,0,580900,186500,767400,1.2875,,,,07 - R-3.5 Residential District,Zone X,Daniel K Ihara,Keller Williams Honolulu,Adrienne W Lally,Keller Williams Honolulu,Mountain,,None,"3 Car+,Driveway,Street","Ceramic Tile,W/W Carpet",Asphalt Shingle,Paved Rd,None,Level,Two
FS,,,24,Sold,202108086,1250000,1299800,-49800,-0.0383,DiamondHd,Aina Haina Area,5422 Paniolo Place ,Honolulu,96821,1-3-6-018-017-0000,3,6,18,17,0,None,1299800,6/25/2021,1.0398,1,,4,2,1940,644.3298969,11233,0.26,111.2792664,1959,2013,4/12/2021,31,"Above Average,Excellent",579,0,0,0,,0,1012500,220800,1233300,1.0135,Aina Haina,Niu Valley,Kalani,04 - R-7.5 Residential District,Zone X,Ebonee Barbadillo,"Inspired Life Realty, LLC",Tokina Yamamoto,Lee International Properties,"City,Coastline,Garden,Mountain,Ocean,Sunrise,Sunset",Other,None,"3 Car+,Boat,Carport,Driveway",Laminate,Composition,Paved Rd,Other,Gentle Slope,Two
FS,,,23,Sold,202109371,1288000,1288000,0,0,DiamondHd,Palolo,1819 10th Avenue A,Honolulu,96816,1-3-3-035-012-0000,3,3,35,12,0,None,1388000,6/25/2021,1.0776,0.928,15000,4,2,1625,792.6153846,22646,0.52,56.87538638,1950,2017,4/19/2021,8,Excellent,255,0,0,0,,0,813300,93600,906900,1.4202,Palolo,Anuenue,Kaimuki,05 - R-5 Residential District,Zone X,Julianna Garris,Hawaii Life,Dolores P Bediones,Locations LLC,"City,Mountain,Ocean,Sunset",,None,"3 Car+,Carport,Street","Ceramic Tile,Hardwood,Other",Other,Paved Rd,Other,"Hilly,Level,Up Slope",Two
FS,,,25,Sold,202109793,848000,848000,0,0,Metro,Aliamanu,1161 Wanaka Street ,Honolulu,96818,1-1-1-020-058-0000,1,1,20,58,0,None,905000,6/24/2021,1.0672,0.937,10000,4,2,1280,662.5,5000,0.11,169.6,1954,1957,4/28/2021,8,Average,174,0,0,0,,0,522000,73600,595600,1.4238,Salt Lake,Moanalua,Moanalua,05 - R-5 Residential District,Zone X,Michael D DeMello,Redfin Corporation,Steven H Lau,"Lau & Associates, LLC",Mountain,Other,None,"Carport,Driveway,Street","Laminate,Other,W/W Carpet",Composition,"County Rd,Paved Rd",None,"Down Slope,Gentle Slope,Level","Basement,One"
FS,,,25,Sold,202100220,1298000,1298000,0,0,HawaiiKai,Kalama Valley,1175 Kaeleku Street ,Honolulu,96825,1-3-9-089-047-0000,3,9,89,47,0,None,1410000,6/24/2021,1.0863,0.9206,,4,2,2153,602.8797027,8910,0.2,145.6790123,1974,2020,1/15/2021,8,Excellent,488,0,3,0,,3,721100,500300,1221400,1.0627,Kamiloiki,Niu Valley,Kaiser,05 - R-5 Residential District,Zone D,Marshall C Mower,Compass,Marshall C Mower,Compass,"Mountain,Other",Preservation,"In Ground,Pool on Property","2 Car,3 Car+,Driveway,Garage,Street","Ceramic Tile,Hardwood",Asphalt Shingle,Paved Rd,Drainage,Gentle Slope,Split Level
FS,,,11,Sold,202108010,1150000,1228000,-78000,-0.0635,Metro,Manoa Area,E 2666 Manoa Road ,Honolulu,96822,1-2-9-014-090-0000,2,9,14,90,0,None,1050000,6/23/2021,0.913,1.1695,,3,2,1330,864.6616541,5217,0.12,220.4331992,1959,1969,3/31/2021,34,"Above Average,Average",466,0,0,0,,0,996700,89300,1086000,1.0589,,,,04 - R-7.5 Residential District,Zone X,Lori K Kaizawa,True Real Estate Hawaii LLC,Man-Lin Chen Lieu,LC Real Estate LLC,Mountain,Other,None,"3 Car+,Carport,Driveway,Street","Other,Vinyl",Other,County Rd,Other,Up Slope,One
FS,,,25,Sold,202112078,1150000,1150000,0,0,Metro,Pauoa Valley,2627 Booth Road ,Honolulu,96813,1-2-2-026-119-0000,2,2,26,119,0,None,1300000,6/23/2021,1.1304,0.8846,,4,3,3077,373.7406565,5263,0.12,218.5065552,1991,,5/11/2021,9,"Average,Fair",302,0,0,0,,0,719800,370200,1090000,1.055,Pauoa,Kawananakoa,Roosevelt,05 - R-5 Residential District,Zone X,Brandon C Lau,ChaneyBrooks Choice Advisors,Yumi Benedicto-Dugger,"Real Estate Strategies, LLC",Mountain,,None,"3 Car+,Garage","Ceramic Tile,Laminate,W/W Carpet",Other,Paved Rd,"Electric,Sewer,Water","Gentle Slope,Level",Two
